year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power
2014,12.278397958261774,11.289794413577894,Petrol,Individual,Manual,Second Owner,23.95,998,67.05
2010,11.918397239722838,11.289794413577894,Petrol,Individual,Manual,First Owner,20.92,998,67.1
2013,12.296831574998258,10.819798284210286,Petrol,Individual,Manual,Second Owner,21.1,814,55.2
2018,12.691583538230217,11.51293546492023,Petrol,Individual,Manual,First Owner,23.84,1199,84.0
2013,12.468440756144114,11.695255355062795,Petrol,Individual,Manual,Second Owner,15.1,1196,73.0
2013,12.323860125621126,10.97411180466407,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05
2018,13.51440681653079,10.566639335560673,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0
2016,13.217675375388819,10.941907417643346,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7
2019,13.384729180332174,8.634442751466477,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8
2017,13.345508528717259,10.147961974552167,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73
2018,13.304686600863562,11.153102714740765,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8
2017,13.017005083966255,10.93828994344506,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97
2019,13.565767608549109,8.858368636308018,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76
2016,13.377007146164305,9.305741456739435,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5
2019,13.45883704259595,10.596659732783579,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9
2017,13.76421831620775,10.714439990727769,Diesel,Individual,Manual,First Owner,21.38,1396,88.7
2010,11.982935344196433,11.289794413577894,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2015,12.92391243868049,11.813037464800539,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01
2013,13.017005083966255,11.112462823634855,Diesel,Individual,Manual,First Owner,23.59,1364,67.1
2017,13.710151153416941,10.819798284210286,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2011,12.449018824140563,11.608244735642321,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1
2009,11.775297421715827,10.596659732783579,Petrol,Individual,Manual,First Owner,16.1,796,37.0
2013,13.180634172318978,11.695255355062795,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0
2015,13.161586013632684,11.608244735642321,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8
2011,12.345834587905333,12.04355959836804,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1
2004,11.302216779257382,11.289794413577894,Petrol,Individual,Manual,Second Owner,16.1,796,37.0
2016,13.304686600863562,10.757924157061597,Diesel,Individual,Manual,First Owner,25.2,1248,74.0
2015,12.92391243868049,11.440365524765756,Petrol,Individual,Manual,First Owner,19.1,1197,81.86
2010,11.695255355062795,11.156264806643742,Petrol,Individual,Manual,Second Owner,16.1,796,37.0
2014,12.676079399771027,10.819798284210286,Petrol,Individual,Manual,First Owner,23.1,998,67.04
2015,12.584512505902088,11.156264806643742,Diesel,Individual,Manual,First Owner,20.0,1399,68.05
2016,13.217675375388819,10.691967639914864,Petrol,Individual,Manual,First Owner,18.16,1196,86.8
2014,12.861001210669146,10.12667110305036,Petrol,Individual,Manual,First Owner,23.1,998,67.04
2019,13.42246945133505,9.210440366976517,Petrol,Individual,Manual,First Owner,21.21,1197,81.8
2018,13.76421831620775,10.308985993422082,Diesel,Individual,Manual,First Owner,23.0,1498,98.96
2015,13.321215875492413,10.819798284210286,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73
2012,13.171155446333852,11.695255355062795,Diesel,Individual,Manual,First Owner,22.54,1396,88.73
2019,13.45883704259595,10.596659732783579,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9
2015,13.270785106659046,11.407576060361786,Diesel,Individual,Manual,First Owner,20.45,1461,83.8
2015,12.983101310070822,10.819798284210286,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11
2020,12.765691290604371,7.667158255319148,Petrol,Individual,Manual,First Owner,22.5,999,67.0
2015,13.304686600863562,10.463131911491967,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2017,13.507627138738266,11.156264806643742,Diesel,Individual,Manual,First Owner,27.39,1248,74.0
2018,13.864301674514206,9.798182590890704,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45
2016,12.948012371209098,11.608244735642321,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74
2017,13.592368256649284,11.002116507732017,Diesel,Individual,Manual,First Owner,23.65,1248,88.5
2016,13.304686600863562,11.898194668458823,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0
2011,12.206077645517674,11.608244735642321,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0
2016,12.821260987319457,10.463131911491967,Petrol,Individual,Manual,First Owner,19.49,1198,67.04
2010,12.468440756144114,11.608244735642321,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0
2016,12.54254845357358,11.51293546492023,Diesel,Individual,Manual,First Owner,25.32,1198,77.0
2014,13.321215875492413,9.952325334619427,Petrol,Individual,Manual,First Owner,16.02,1373,93.7
2013,12.611541086966115,11.002116507732017,Diesel,Individual,Manual,Second Owner,23.5,1498,90.0
2010,11.849404844423074,10.596659732783579,Diesel,Individual,Manual,First Owner,16.6,1405,70.0
2008,12.345834587905333,10.819798284210286,Petrol,Individual,Manual,First Owner,19.81,1086,68.05
2010,12.206077645517674,11.082157933374816,Petrol,Individual,Manual,Second Owner,19.0,998,66.1
2011,12.206077645517674,11.289794413577894,Petrol,Individual,Manual,First Owner,18.9,998,67.1
2016,13.527829818844937,11.289794413577894,Diesel,Individual,Manual,First Owner,24.52,1248,88.5
2017,13.279368835614243,11.407576060361786,Diesel,Individual,Manual,First Owner,25.2,1248,74.0
2014,12.971542813248437,11.289794413577894,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0
2020,13.081543466215237,10.70696786478042,Diesel,Individual,Manual,First Owner,25.32,1198,77.0
2019,13.3739015584285,9.210440366976517,Diesel,Individual,Manual,First Owner,20.8,1493,113.4
2018,13.122365377402328,11.002116507732017,Petrol,Individual,Manual,First Owner,20.14,1197,81.86
2016,12.959846800844963,9.99884318585288,Petrol,Individual,Manual,First Owner,18.5,1198,86.8
2014,12.429220196836383,10.12667110305036,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2016,12.560247968016562,11.156264806643742,Diesel,Individual,Manual,First Owner,27.62,793,47.0
2008,11.982935344196433,11.719947764402807,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8
2011,12.429220196836383,11.156264806643742,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6
2013,12.04355959836804,11.156264806643742,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4
2013,12.92391243868049,10.714439990727769,Diesel,Individual,Manual,First Owner,23.59,1364,67.06
2015,12.899222326086994,10.596659732783579,Petrol,Individual,Automatic,First Owner,18.9,1197,82.0
2019,13.45883704259595,10.308985993422082,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2016,13.399996629152975,10.434145214930487,Petrol,Individual,Manual,Second Owner,17.5,1373,91.1
2017,12.498745990829315,10.12667110305036,Petrol,Individual,Manual,First Owner,24.7,796,47.3
2016,12.506180941677357,10.819798284210286,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2013,12.611541086966115,10.819798284210286,Diesel,Individual,Manual,First Owner,25.44,936,57.6
2017,13.017005083966255,11.407576060361786,Petrol,Individual,Manual,First Owner,23.84,1199,84.0
2012,12.301387370778713,11.156264806643742,Diesel,Individual,Manual,Second Owner,25.44,936,57.6
2012,12.611541086966115,11.350418300109132,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0
2016,13.237477967034438,10.308985993422082,Diesel,Individual,Manual,First Owner,26.59,1248,74.0
2018,13.534474352733596,9.61587214452889,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2017,12.367345048436391,10.12667110305036,Petrol,Individual,Manual,First Owner,22.7,799,53.64
2011,12.013706813470414,11.407576060361786,Petrol,Individual,Manual,First Owner,20.92,998,67.1
2008,12.154784614286667,11.289794413577894,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9
2011,11.608244735642321,10.819798284210286,Diesel,Individual,Manual,First Owner,17.2,1396,53.5
2016,13.199326270390594,10.545367754151743,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2013,12.100717685412471,11.002116507732017,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2016,12.506180941677357,11.51293546492023,Petrol,Individual,Manual,Third Owner,15.37,1196,73.0
2012,13.017005083966255,10.308985993422082,Petrol,Individual,Manual,First Owner,17.5,1197,85.8
2014,13.017005083966255,10.308985993422082,Petrol,Individual,Manual,First Owner,19.1,1197,85.8
2015,12.206077645517674,10.819798284210286,Petrol,Individual,Manual,First Owner,18.6,1199,76.8
2017,12.959846800844963,10.645448706505872,Petrol,Individual,Manual,First Owner,23.84,1199,84.0
2016,12.899222326086994,10.308985993422082,Petrol,Individual,Manual,First Owner,18.2,1199,82.4
2009,11.736077016252437,11.002116507732017,Petrol,Individual,Manual,Third Owner,19.7,796,46.3
2015,13.710151153416941,9.99884318585288,Petrol,Individual,Manual,First Owner,17.4,1497,117.3
2012,13.017005083966255,11.407576060361786,Diesel,Individual,Manual,First Owner,20.54,1598,103.6
2011,12.25486757159303,10.736418414365376,Petrol,Individual,Manual,First Owner,20.92,998,67.1
2018,13.593617474489168,9.90353755128617,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2014,12.666660207428574,9.61587214452889,Diesel,Individual,Manual,First Owner,15.42,1405,70.0
2015,13.304686600863562,10.596659732783579,Petrol,Individual,Manual,Second Owner,16.02,1373,93.7
2014,12.706850963741102,10.308985993422082,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85
2017,12.676079399771027,9.61587214452889,Petrol,Individual,Manual,Second Owner,21.1,814,55.2
2007,11.695255355062795,11.608244735642321,Petrol,Individual,Manual,Second Owner,15.3,1341,83.0
2009,11.775297421715827,11.156264806643742,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2015,12.301387370778713,11.289794413577894,Petrol,Individual,Manual,First Owner,18.2,1199,82.4
2015,12.73670383776449,11.608244735642321,Petrol,Individual,Manual,First Owner,17.57,1193,88.7
2013,12.206077645517674,11.156264806643742,Diesel,Individual,Manual,Second Owner,19.68,1399,67.0
2002,11.849404844423074,10.819798284210286,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2015,12.371591321286905,11.002116507732017,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2015,12.873904582205107,10.596659732783579,Petrol,Individual,Manual,First Owner,20.51,998,67.04
2009,12.524530013005734,11.407576060361786,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9
2017,13.560619598657233,10.373522431293592,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5
2018,13.527829818844937,8.517393171418904,Diesel,Individual,Manual,First Owner,24.3,1248,88.5
2018,13.25339339419516,10.12667110305036,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2018,13.270785106659046,10.373522431293592,Petrol,Individual,Manual,First Owner,18.9,1197,81.86
2016,13.091904169919621,10.308985993422082,Petrol,Individual,Manual,First Owner,18.7,1199,88.7
2017,13.45883704259595,10.668978650219241,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3
2012,12.936036208848487,11.002116507732017,Petrol,Dealer,Manual,First Owner,17.7,1497,113.42
2015,12.691583538230217,10.819798284210286,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0
2018,13.217675375388819,9.561067663645012,Petrol,Individual,Manual,First Owner,18.16,1196,86.8
2017,12.611541086966115,9.210440366976517,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2018,12.28765724080691,10.12667110305036,Petrol,Individual,Manual,First Owner,22.7,799,53.64
2018,13.45883704259595,9.857495968685136,Petrol,Individual,Manual,First Owner,19.0,1194,94.68
2019,13.051943059028227,10.12667110305036,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086,68.0
2014,13.091904169919621,10.896757843893464,Diesel,Dealer,Manual,First Owner,23.0,1498,98.96
2018,13.415034483903348,10.463131911491967,Diesel,Individual,Manual,First Owner,22.71,1461,84.8
2018,13.122365377402328,9.90353755128617,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86
2016,13.42246945133505,10.859018228147887,Diesel,Individual,Manual,First Owner,23.65,1248,88.5
2011,12.301387370778713,11.695255355062795,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0
2013,13.353476685668044,11.695255355062795,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8
2010,12.429220196836383,11.407576060361786,Diesel,Individual,Manual,Second Owner,18.8,1248,90.0
2004,11.695255355062795,11.695255355062795,Petrol,Individual,Manual,Third Owner,18.9,998,67.1
2015,12.611541086966115,11.527823929632195,Diesel,Individual,Manual,Second Owner,21.14,1498,103.52
2012,13.081543466215237,10.928381536709955,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45
2016,12.429220196836383,10.819798284210286,Petrol,Individual,Manual,Second Owner,24.7,796,47.3
2013,12.409017571151187,11.156264806643742,Diesel,Individual,Manual,Second Owner,20.0,1399,68.1
2012,12.25486757159303,11.23850177707664,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9
2020,13.500801182986649,7.313886831633462,Petrol,Individual,Manual,First Owner,21.21,1197,81.8
2015,12.899222326086994,10.596659732783579,Petrol,Individual,Manual,First Owner,20.51,998,67.04
2015,12.54254845357358,11.002116507732017,Petrol,Individual,Manual,Second Owner,21.1,814,55.2
2016,12.834683971615659,10.884066774292645,Diesel,Dealer,Manual,First Owner,25.44,936,56.3
2017,13.45883704259595,10.619056476530803,Diesel,Dealer,Manual,First Owner,21.66,1498,108.62
2012,12.834683971615659,10.364450437129715,Petrol,Dealer,Manual,Second Owner,17.6,1496,88.7
2012,12.506180941677357,10.686384025239681,Petrol,Dealer,Manual,Second Owner,21.1,814,55.2
2016,12.611541086966115,11.107870272835031,Petrol,Dealer,Manual,First Owner,25.17,799,53.3
2010,12.323860125621126,10.994571574783446,Petrol,Dealer,Manual,First Owner,19.0,998,67.1
2010,12.206077645517674,11.208178613891855,Petrol,Dealer,Manual,First Owner,18.2,998,67.1
2013,13.122365377402328,11.662250233080792,Diesel,Dealer,Manual,First Owner,25.8,1498,98.6
2015,13.122365377402328,11.922030606776763,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8
2015,13.22672519452875,9.90353755128617,Petrol,Individual,Manual,Second Owner,15.8,1499,110.0
2018,13.270785106659046,10.308985993422082,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86
2011,12.07254696717504,9.90353755128617,Diesel,Individual,Manual,First Owner,12.2,1948,68.0
2009,12.100717685412471,11.695255355062795,Diesel,Individual,Manual,Second Owner,18.8,1248,90.0
2011,12.206077645517674,11.289794413577894,Petrol,Individual,Manual,First Owner,19.81,1086,68.05
2016,12.468440756144114,11.002116507732017,Diesel,Individual,Manual,First Owner,19.09,1405,69.01
2016,12.765691290604371,10.12667110305036,Petrol,Individual,Manual,First Owner,23.01,999,67.0
2017,13.39239204133378,11.744045122410057,Diesel,Individual,Manual,First Owner,18.49,1493,100.0
2015,12.821260987319457,12.04355959836804,Diesel,Individual,Manual,First Owner,26.59,1248,74.0
2013,12.206077645517674,10.085850775128717,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2017,13.592368256649284,11.51293546492023,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5
2019,13.217675375388819,9.210440366976517,Petrol,Individual,Manual,First Owner,24.0,1199,83.81
2012,12.611541086966115,11.156264806643742,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0
2011,12.185875040240456,11.608244735642321,Petrol,Individual,Manual,First Owner,18.9,998,67.1
2008,11.813037464800539,11.289794413577894,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05
2015,12.608202196848836,9.711176264112805,Petrol,Individual,Manual,First Owner,17.57,1193,88.7
2017,12.611541086966115,10.308985993422082,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2017,13.487007879880162,11.289794413577894,Diesel,Individual,Manual,First Owner,24.52,1248,88.5
2016,12.611541086966115,10.12667110305036,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2019,13.527829818844937,9.90353755128617,Diesel,Individual,Manual,First Owner,24.0,1186,73.97
2016,12.468440756144114,11.002116507732017,Petrol,Individual,Manual,First Owner,25.17,799,53.3
2011,12.611541086966115,11.156264806643742,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0
2015,12.429220196836383,10.859018228147887,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2014,12.948012371209098,11.289794413577894,Diesel,Individual,Manual,First Owner,23.4,1248,74.0
2015,12.367345048436391,10.819798284210286,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2019,12.793862088206213,10.12667110305036,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2014,12.847929163278053,10.819798284210286,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0
2016,13.384729180332174,11.736077016252437,Diesel,Individual,Manual,First Owner,22.77,1498,98.59
2016,12.765691290604371,11.289794413577894,Petrol,Individual,Manual,First Owner,20.51,998,67.04
2010,12.506180941677357,11.407576060361786,Diesel,Individual,Manual,Third Owner,23.0,1396,90.0
2017,13.017005083966255,10.819798284210286,Diesel,Individual,Manual,First Owner,22.95,1248,74.0
2011,12.506180941677357,10.596659732783579,Petrol,Individual,Manual,First Owner,18.9,998,67.1
2012,12.524530013005734,9.90353755128617,Petrol,Individual,Manual,First Owner,18.9,998,67.1
2013,12.323860125621126,10.97411180466407,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05
2018,13.51440681653079,10.566639335560673,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0
2016,13.217675375388819,10.941907417643346,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7
2019,13.384729180332174,8.634442751466477,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8
